ObjectName,v1x,v1y,v1z,v2x,v2y,v2z,v3x,v3y,v3z
Road_floor,-2738.4790,11288.7700,8947.5610,-1738.4800,11288.7700,9947.5610,-1738.4800,11288.7700,8947.5610
Road_floor,-1738.4800,11288.7700,10904.9200,-2738.4790,11288.7700,9904.9200,-2738.4790,11288.7700,10904.9200
Road_floor,-2738.4790,11288.7700,9904.9200,-1738.4800,11288.7700,10904.9200,-1738.4800,11288.7700,9904.9200
Road_floor,220.2671,11288.7700,10904.9200,-779.7328,11288.7700,9904.9200,-779.7328,11288.7700,10904.9200
Road_floor,-779.7328,11288.7700,9904.9200,220.2671,11288.7700,10904.9200,220.2671,11288.7700,9904.9200
UNIConcrete,221.2839,11514.4400,6975.8100,-251.2835,11510.7200,6983.3390,-251.2835,11514.4400,6975.8100
UNIConcrete,-251.2835,11510.7200,6983.3390,221.2839,11514.4400,6975.8100,221.2839,11510.7200,6983.3390
UNIConcrete,221.2839,11527.1700,6981.5980,-251.2835,11514.4400,6975.8100,-251.2835,11527.1700,6981.5980
UNIConcrete,-251.2835,11514.4400,6975.8100,221.2839,11527.1700,6981.5980,221.2839,11514.4400,6975.8100
UNIConcrete,221.2839,11527.1700,7020.4020,-251.2835,11527.1700,6981.5980,-251.2835,11527.1700,7020.4020
UNIConcrete,-251.2835,11527.1700,6981.5980,221.2839,11527.1700,7020.4020,221.2839,11527.1700,6981.5980
UNIConcrete,221.2839,11278.8300,6983.3390,-251.2835,11510.7200,6983.3390,221.2839,11510.7200,6983.3390
UNIConcrete,-251.2835,11510.7200,6983.3390,221.2839,11278.8300,6983.3390,-251.2835,11278.8300,6983.3390
UNIConcrete,221.2839,11278.8300,7018.6600,-251.2835,11510.7200,7018.6600,-251.2835,11278.8300,7018.6600
UNIConcrete,-251.2835,11510.7200,7018.6600,221.2839,11278.8300,7018.6600,221.2837,11510.7200,7018.6600
UNIConcrete,221.2839,11527.1700,7020.4020,-251.2837,11514.4400,7026.1900,221.2837,11514.4400,7026.1900
UNIConcrete,-251.2837,11514.4400,7026.1900,221.2839,11527.1700,7020.4020,-251.2835,11527.1700,7020.4020
UNIConcrete,221.2837,11514.4400,7026.1900,-251.2835,11510.7200,7018.6600,221.2837,11510.7200,7018.6600
UNIConcrete,-251.2835,11510.7200,7018.6600,221.2837,11514.4400,7026.1900,-251.2837,11514.4400,7026.1900
UNIConcrete,-243.7229,11514.4400,6975.2760,-716.2903,11510.7200,6982.8060,-716.2903,11514.4400,6975.2770
UNIConcrete,-716.2903,11510.7200,6982.8060,-243.7229,11514.4400,6975.2760,-243.7229,11510.7200,6982.8060
UNIConcrete,-243.7229,11527.1700,6981.0640,-716.2903,11514.4400,6975.2770,-716.2903,11527.1700,6981.0640
UNIConcrete,-716.2903,11514.4400,6975.2770,-243.7229,11527.1700,6981.0640,-243.7229,11514.4400,6975.2760
UNIConcrete,-243.7229,11527.1700,7019.8690,-716.2903,11527.1700,6981.0640,-716.2903,11527.1700,7019.8690
UNIConcrete,-716.2903,11527.1700,6981.0640,-243.7229,11527.1700,7019.8690,-243.7229,11527.1700,6981.0640
UNIConcrete,-243.7229,11278.8300,6982.8060,-716.2903,11510.7200,6982.8060,-243.7229,11510.7200,6982.8060
UNIConcrete,-716.2903,11510.7200,6982.8060,-243.7229,11278.8300,6982.8060,-716.2903,11278.8300,6982.8060
UNIConcrete,-243.7229,11278.8300,7018.1260,-716.2903,11510.7200,7018.1260,-716.2903,11278.8300,7018.1260
UNIConcrete,-716.2903,11510.7200,7018.1260,-243.7229,11278.8300,7018.1260,-243.7231,11510.7200,7018.1260
UNIConcrete,-243.7229,11527.1700,7019.8690,-716.2905,11514.4400,7025.6570,-243.7231,11514.4400,7025.6570
UNIConcrete,-716.2905,11514.4400,7025.6570,-243.7229,11527.1700,7019.8690,-716.2903,11527.1700,7019.8690
UNIConcrete,-243.7231,11514.4400,7025.6570,-716.2903,11510.7200,7018.1260,-243.7231,11510.7200,7018.1260
UNIConcrete,-716.2903,11510.7200,7018.1260,-243.7231,11514.4400,7025.6570,-716.2905,11514.4400,7025.6570
UNIConcrete,-705.7155,11514.4400,6974.7380,-1178.2830,11510.7200,6982.2680,-1178.2830,11514.4400,6974.7390
UNIConcrete,-1178.2830,11510.7200,6982.2680,-705.7155,11514.4400,6974.7380,-705.7155,11510.7200,6982.2680
UNIConcrete,-705.7155,11527.1700,6980.5270,-1178.2830,11514.4400,6974.7390,-1178.2830,11527.1700,6980.5270
UNIConcrete,-1178.2830,11514.4400,6974.7390,-705.7155,11527.1700,6980.5270,-705.7155,11514.4400,6974.7380
UNIConcrete,-705.7155,11527.1700,7019.3310,-1178.2830,11527.1700,6980.5270,-1178.2830,11527.1700,7019.3310
UNIConcrete,-1178.2830,11527.1700,6980.5270,-705.7155,11527.1700,7019.3310,-705.7155,11527.1700,6980.5270
UNIConcrete,-705.7155,11278.8300,6982.2680,-1178.2830,11510.7200,6982.2680,-705.7155,11510.7200,6982.2680
UNIConcrete,-1178.2830,11510.7200,6982.2680,-705.7155,11278.8300,6982.2680,-1178.2830,11278.8300,6982.2680
UNIConcrete,-705.7155,11278.8300,7017.5890,-1178.2830,11510.7200,7017.5890,-1178.2830,11278.8300,7017.5890
UNIConcrete,-1178.2830,11510.7200,7017.5890,-705.7155,11278.8300,7017.5890,-705.7156,11510.7200,7017.5890
UNIConcrete,-705.7155,11527.1700,7019.3310,-1178.2830,11514.4400,7025.1190,-705.7156,11514.4400,7025.1190
UNIConcrete,-1178.2830,11514.4400,7025.1190,-705.7155,11527.1700,7019.3310,-1178.2830,11527.1700,7019.3310
UNIConcrete,-705.7156,11514.4400,7025.1190,-1178.2830,11510.7200,7017.5890,-705.7156,11510.7200,7017.5890
UNIConcrete,-1178.2830,11510.7200,7017.5890,-705.7156,11514.4400,7025.1190,-1178.2830,11514.4400,7025.1190
UNIConcrete,-1170.7130,11514.4400,6974.1850,-1643.2800,11510.7200,6981.7140,-1643.2800,11514.4400,6974.1850
UNIConcrete,-1643.2800,11510.7200,6981.7140,-1170.7130,11514.4400,6974.1850,-1170.7130,11510.7200,6981.7140
UNIConcrete,-1170.7130,11527.1700,6979.9730,-1643.2800,11514.4400,6974.1850,-1643.2800,11527.1700,6979.9730
UNIConcrete,-1643.2800,11514.4400,6974.1850,-1170.7130,11527.1700,6979.9730,-1170.7130,11514.4400,6974.1850
UNIConcrete,-1170.7130,11527.1700,7018.7770,-1643.2800,11527.1700,6979.9730,-1643.2800,11527.1700,7018.7770
UNIConcrete,-1643.2800,11527.1700,6979.9730,-1170.7130,11527.1700,7018.7770,-1170.7130,11527.1700,6979.9730
UNIConcrete,-1170.7130,11278.8300,6981.7140,-1643.2800,11510.7200,6981.7140,-1170.7130,11510.7200,6981.7140
UNIConcrete,-1643.2800,11510.7200,6981.7140,-1170.7130,11278.8300,6981.7140,-1643.2800,11278.8300,6981.7140
UNIConcrete,-1170.7130,11278.8300,7017.0350,-1643.2800,11510.7200,7017.0350,-1643.2800,11278.8300,7017.0350
UNIConcrete,-1643.2800,11510.7200,7017.0350,-1170.7130,11278.8300,7017.0350,-1170.7130,11510.7200,7017.0350
UNIConcrete,-1170.7130,11527.1700,7018.7770,-1643.2800,11514.4400,7024.5650,-1170.7130,11514.4400,7024.5650
UNIConcrete,-1643.2800,11514.4400,7024.5650,-1170.7130,11527.1700,7018.7770,-1643.2800,11527.1700,7018.7770
UNIConcrete,-1170.7130,11514.4400,7024.5650,-1643.2800,11510.7200,7017.0350,-1170.7130,11510.7200,7017.0350
UNIConcrete,-1643.2800,11510.7200,7017.0350,-1170.7130,11514.4400,7024.5650,-1643.2800,11514.4400,7024.5650
UNIConcrete,-1611.7050,11514.4400,6973.6890,-2084.2720,11510.7200,6981.2190,-2084.2720,11514.4400,6973.6900
UNIConcrete,-2084.2720,11510.7200,6981.2190,-1611.7050,11514.4400,6973.6890,-1611.7050,11510.7200,6981.2190
UNIConcrete,-1611.7050,11527.1700,6979.4780,-2084.2720,11514.4400,6973.6900,-2084.2720,11527.1700,6979.4780
UNIConcrete,-2084.2720,11514.4400,6973.6900,-1611.7050,11527.1700,6979.4780,-1611.7050,11514.4400,6973.6890
UNIConcrete,-1611.7050,11527.1700,7018.2820,-2084.2720,11527.1700,6979.4780,-2084.2720,11527.1700,7018.2820
UNIConcrete,-2084.2720,11527.1700,6979.4780,-1611.7050,11527.1700,7018.2820,-1611.7050,11527.1700,6979.4780
UNIConcrete,-1611.7050,11278.8300,6981.2190,-2084.2720,11510.7200,6981.2190,-1611.7050,11510.7200,6981.2190
UNIConcrete,-2084.2720,11510.7200,6981.2190,-1611.7050,11278.8300,6981.2190,-2084.2720,11278.8300,6981.2190
UNIConcrete,-1611.7050,11278.8300,7016.5400,-2084.2720,11510.7200,7016.5400,-2084.2720,11278.8300,7016.5400
UNIConcrete,-2084.2720,11510.7200,7016.5400,-1611.7050,11278.8300,7016.5400,-1611.7050,11510.7200,7016.5400
UNIConcrete,-1611.7050,11527.1700,7018.2820,-2084.2720,11514.4400,7024.0700,-1611.7050,11514.4400,7024.0700
UNIConcrete,-2084.2720,11514.4400,7024.0700,-1611.7050,11527.1700,7018.2820,-2084.2720,11527.1700,7018.2820
UNIConcrete,-1611.7050,11514.4400,7024.0700,-2084.2720,11510.7200,7016.5400,-1611.7050,11510.7200,7016.5400
UNIConcrete,-2084.2720,11510.7200,7016.5400,-1611.7050,11514.4400,7024.0700,-2084.2720,11514.4400,7024.0700
UNIConcrete,-2076.7130,11514.4400,6973.1530,-2549.2800,11510.7200,6980.6830,-2549.2800,11514.4400,6973.1540
UNIConcrete,-2549.2800,11510.7200,6980.6830,-2076.7130,11514.4400,6973.1530,-2076.7130,11510.7200,6980.6830
UNIConcrete,-2076.7130,11527.1700,6978.9410,-2549.2800,11514.4400,6973.1540,-2549.2800,11527.1700,6978.9410
UNIConcrete,-2549.2800,11514.4400,6973.1540,-2076.7130,11527.1700,6978.9410,-2076.7130,11514.4400,6973.1530
UNIConcrete,-2076.7130,11527.1700,7017.7450,-2549.2800,11527.1700,6978.9410,-2549.2800,11527.1700,7017.7450
UNIConcrete,-2549.2800,11527.1700,6978.9410,-2076.7130,11527.1700,7017.7450,-2076.7130,11527.1700,6978.9410
UNIConcrete,-2076.7130,11278.8300,6980.6830,-2549.2800,11510.7200,6980.6830,-2076.7130,11510.7200,6980.6830
UNIConcrete,-2549.2800,11510.7200,6980.6830,-2076.7130,11278.8300,6980.6830,-2549.2800,11278.8300,6980.6830
UNIConcrete,-2076.7130,11278.8300,7016.0030,-2549.2800,11510.7200,7016.0030,-2549.2800,11278.8300,7016.0030
UNIConcrete,-2549.2800,11510.7200,7016.0030,-2076.7130,11278.8300,7016.0030,-2076.7130,11510.7200,7016.0030
UNIConcrete,-2076.7130,11527.1700,7017.7450,-2549.2800,11514.4400,7023.5340,-2076.7130,11514.4400,7023.5340
UNIConcrete,-2549.2800,11514.4400,7023.5340,-2076.7130,11527.1700,7017.7450,-2549.2800,11527.1700,7017.7450
UNIConcrete,-2076.7130,11514.4400,7023.5340,-2549.2800,11510.7200,7016.0030,-2076.7130,11510.7200,7016.0030
UNIConcrete,-2549.2800,11510.7200,7016.0030,-2076.7130,11514.4400,7023.5340,-2549.2800,11514.4400,7023.5340
UNIConcrete,-2538.7100,11514.4400,6972.6240,-3011.2780,11510.7200,6980.1540,-3011.2780,11514.4400,6972.6250
UNIConcrete,-3011.2780,11510.7200,6980.1540,-2538.7100,11514.4400,6972.6240,-2538.7100,11510.7200,6980.1540
UNIConcrete,-2538.7100,11527.1700,6978.4130,-3011.2780,11514.4400,6972.6250,-3011.2780,11527.1700,6978.4130
UNIConcrete,-3011.2780,11514.4400,6972.6250,-2538.7100,11527.1700,6978.4130,-2538.7100,11514.4400,6972.6240
UNIConcrete,-2538.7100,11527.1700,7017.2160,-3011.2780,11527.1700,6978.4130,-3011.2780,11527.1700,7017.2160
UNIConcrete,-3011.2780,11527.1700,6978.4130,-2538.7100,11527.1700,7017.2160,-2538.7100,11527.1700,6978.4130
UNIConcrete,-2538.7100,11278.8300,6980.1540,-3011.2780,11510.7200,6980.1540,-2538.7100,11510.7200,6980.1540
UNIConcrete,-3011.2780,11510.7200,6980.1540,-2538.7100,11278.8300,6980.1540,-3011.2780,11278.8300,6980.1540
UNIConcrete,-2538.7100,11278.8300,7015.4750,-3011.2780,11510.7200,7015.4750,-3011.2780,11278.8300,7015.4750
UNIConcrete,-3011.2780,11510.7200,7015.4750,-2538.7100,11278.8300,7015.4750,-2538.7110,11510.7200,7015.4750
UNIConcrete,-2538.7100,11527.1700,7017.2160,-3011.2780,11514.4400,7023.0050,-2538.7110,11514.4400,7023.0050
UNIConcrete,-3011.2780,11514.4400,7023.0050,-2538.7100,11527.1700,7017.2160,-3011.2780,11527.1700,7017.2160
UNIConcrete,-2538.7110,11514.4400,7023.0050,-3011.2780,11510.7200,7015.4750,-2538.7110,11510.7200,7015.4750
UNIConcrete,-3011.2780,11510.7200,7015.4750,-2538.7110,11514.4400,7023.0050,-3011.2780,11514.4400,7023.0050
UNIConcrete,221.2832,11514.4400,10890.8800,-251.2842,11510.7200,10898.4100,-251.2842,11514.4400,10890.8800
UNIConcrete,-251.2842,11510.7200,10898.4100,221.2832,11514.4400,10890.8800,221.2832,11510.7200,10898.4100
UNIConcrete,221.2832,11527.1700,10896.6700,-251.2842,11514.4400,10890.8800,-251.2842,11527.1700,10896.6700
UNIConcrete,-251.2842,11514.4400,10890.8800,221.2832,11527.1700,10896.6700,221.2832,11514.4400,10890.8800
UNIConcrete,221.2832,11527.1700,10935.4700,-251.2842,11527.1700,10896.6700,-251.2842,11527.1700,10935.4700
UNIConcrete,-251.2842,11527.1700,10896.6700,221.2832,11527.1700,10935.4700,221.2832,11527.1700,10896.6700
UNIConcrete,221.2832,11278.8300,10898.4100,-251.2842,11510.7200,10898.4100,221.2832,11510.7200,10898.4100
UNIConcrete,-251.2842,11510.7200,10898.4100,221.2832,11278.8300,10898.4100,-251.2842,11278.8300,10898.4100
UNIConcrete,221.2832,11278.8300,10933.7300,-251.2842,11510.7200,10933.7300,-251.2842,11278.8300,10933.7300
UNIConcrete,-251.2842,11510.7200,10933.7300,221.2832,11278.8300,10933.7300,221.2830,11510.7200,10933.7300
UNIConcrete,221.2832,11527.1700,10935.4700,-251.2844,11514.4400,10941.2600,221.2830,11514.4400,10941.2600
UNIConcrete,-251.2844,11514.4400,10941.2600,221.2832,11527.1700,10935.4700,-251.2842,11527.1700,10935.4700
UNIConcrete,221.2830,11514.4400,10941.2600,-251.2842,11510.7200,10933.7300,221.2830,11510.7200,10933.7300
UNIConcrete,-251.2842,11510.7200,10933.7300,221.2830,11514.4400,10941.2600,-251.2844,11514.4400,10941.2600
UNIConcrete,-243.7236,11514.4400,10890.3500,-716.2910,11510.7200,10897.8800,-716.2910,11514.4400,10890.3500
UNIConcrete,-716.2910,11510.7200,10897.8800,-243.7236,11514.4400,10890.3500,-243.7236,11510.7200,10897.8800
UNIConcrete,-243.7236,11527.1700,10896.1400,-716.2910,11514.4400,10890.3500,-716.2910,11527.1700,10896.1400
UNIConcrete,-716.2910,11514.4400,10890.3500,-243.7236,11527.1700,10896.1400,-243.7236,11514.4400,10890.3500
UNIConcrete,-243.7236,11527.1700,10934.9400,-716.2910,11527.1700,10896.1400,-716.2910,11527.1700,10934.9400
UNIConcrete,-716.2910,11527.1700,10896.1400,-243.7236,11527.1700,10934.9400,-243.7236,11527.1700,10896.1400
UNIConcrete,-243.7236,11278.8300,10897.8800,-716.2910,11510.7200,10897.8800,-243.7236,11510.7200,10897.8800
UNIConcrete,-716.2910,11510.7200,10897.8800,-243.7236,11278.8300,10897.8800,-716.2910,11278.8300,10897.8800
UNIConcrete,-243.7236,11278.8300,10933.2000,-716.2910,11510.7200,10933.2000,-716.2910,11278.8300,10933.2000
UNIConcrete,-716.2910,11510.7200,10933.2000,-243.7236,11278.8300,10933.2000,-243.7238,11510.7200,10933.2000
UNIConcrete,-243.7236,11527.1700,10934.9400,-716.2911,11514.4400,10940.7300,-243.7238,11514.4400,10940.7300
UNIConcrete,-716.2911,11514.4400,10940.7300,-243.7236,11527.1700,10934.9400,-716.2910,11527.1700,10934.9400
UNIConcrete,-243.7238,11514.4400,10940.7300,-716.2910,11510.7200,10933.2000,-243.7238,11510.7200,10933.2000
UNIConcrete,-716.2910,11510.7200,10933.2000,-243.7238,11514.4400,10940.7300,-716.2911,11514.4400,10940.7300
UNIConcrete,-1170.7130,11514.4400,10889.2600,-1643.2810,11510.7200,10896.7900,-1643.2810,11514.4400,10889.2600
UNIConcrete,-1643.2810,11510.7200,10896.7900,-1170.7130,11514.4400,10889.2600,-1170.7130,11510.7200,10896.7900
UNIConcrete,-1170.7130,11527.1700,10895.0400,-1643.2810,11514.4400,10889.2600,-1643.2810,11527.1700,10895.0400
UNIConcrete,-1643.2810,11514.4400,10889.2600,-1170.7130,11527.1700,10895.0400,-1170.7130,11514.4400,10889.2600
UNIConcrete,-1170.7130,11527.1700,10933.8500,-1643.2810,11527.1700,10895.0400,-1643.2810,11527.1700,10933.8500
UNIConcrete,-1643.2810,11527.1700,10895.0400,-1170.7130,11527.1700,10933.8500,-1170.7130,11527.1700,10895.0400
UNIConcrete,-1170.7130,11278.8300,10896.7900,-1643.2810,11510.7200,10896.7900,-1170.7130,11510.7200,10896.7900
UNIConcrete,-1643.2810,11510.7200,10896.7900,-1170.7130,11278.8300,10896.7900,-1643.2810,11278.8300,10896.7900
UNIConcrete,-1170.7130,11278.8300,10932.1100,-1643.2810,11510.7200,10932.1100,-1643.2810,11278.8300,10932.1100
UNIConcrete,-1643.2810,11510.7200,10932.1100,-1170.7130,11278.8300,10932.1100,-1170.7130,11510.7200,10932.1100
UNIConcrete,-1170.7130,11527.1700,10933.8500,-1643.2810,11514.4400,10939.6400,-1170.7130,11514.4400,10939.6400
UNIConcrete,-1643.2810,11514.4400,10939.6400,-1170.7130,11527.1700,10933.8500,-1643.2810,11527.1700,10933.8500
UNIConcrete,-1170.7130,11514.4400,10939.6400,-1643.2810,11510.7200,10932.1100,-1170.7130,11510.7200,10932.1100
UNIConcrete,-1643.2810,11510.7200,10932.1100,-1170.7130,11514.4400,10939.6400,-1643.2810,11514.4400,10939.6400
UNIConcrete,-705.7161,11514.4400,10889.8100,-1178.2830,11510.7200,10897.3400,-1178.2830,11514.4400,10889.8100
UNIConcrete,-1178.2830,11510.7200,10897.3400,-705.7161,11514.4400,10889.8100,-705.7161,11510.7200,10897.3400
UNIConcrete,-705.7161,11527.1700,10895.6000,-1178.2830,11514.4400,10889.8100,-1178.2830,11527.1700,10895.6000
UNIConcrete,-1178.2830,11514.4400,10889.8100,-705.7161,11527.1700,10895.6000,-705.7161,11514.4400,10889.8100
UNIConcrete,-705.7161,11527.1700,10934.4000,-1178.2830,11527.1700,10895.6000,-1178.2830,11527.1700,10934.4000
UNIConcrete,-1178.2830,11527.1700,10895.6000,-705.7161,11527.1700,10934.4000,-705.7161,11527.1700,10895.6000
UNIConcrete,-705.7161,11278.8300,10897.3400,-1178.2830,11510.7200,10897.3400,-705.7161,11510.7200,10897.3400
UNIConcrete,-1178.2830,11510.7200,10897.3400,-705.7161,11278.8300,10897.3400,-1178.2830,11278.8300,10897.3400
UNIConcrete,-705.7161,11278.8300,10932.6600,-1178.2830,11510.7200,10932.6600,-1178.2830,11278.8300,10932.6600
UNIConcrete,-1178.2830,11510.7200,10932.6600,-705.7161,11278.8300,10932.6600,-705.7163,11510.7200,10932.6600
UNIConcrete,-705.7161,11527.1700,10934.4000,-1178.2840,11514.4400,10940.1900,-705.7163,11514.4400,10940.1900
UNIConcrete,-1178.2840,11514.4400,10940.1900,-705.7161,11527.1700,10934.4000,-1178.2830,11527.1700,10934.4000
UNIConcrete,-705.7163,11514.4400,10940.1900,-1178.2830,11510.7200,10932.6600,-705.7163,11510.7200,10932.6600
UNIConcrete,-1178.2830,11510.7200,10932.6600,-705.7163,11514.4400,10940.1900,-1178.2840,11514.4400,10940.1900
UNIConcrete,260.3779,11514.4400,9983.2150,251.5585,11510.7200,9510.6700,259.0878,11514.4400,9510.6490
UNIConcrete,251.5585,11510.7200,9510.6700,260.3779,11514.4400,9983.2150,252.8486,11510.7200,9983.2360
UNIConcrete,254.5897,11527.1700,9983.2300,259.0878,11514.4400,9510.6490,253.2995,11527.1700,9510.6650
UNIConcrete,259.0878,11514.4400,9510.6490,254.5897,11527.1700,9983.2300,260.3779,11514.4400,9983.2150
UNIConcrete,215.7861,11527.1700,9983.3370,253.2995,11527.1700,9510.6650,214.4960,11527.1700,9510.7710
UNIConcrete,253.2995,11527.1700,9510.6650,215.7861,11527.1700,9983.3370,254.5897,11527.1700,9983.2300
UNIConcrete,252.8486,11278.8300,9983.2360,251.5585,11510.7200,9510.6700,252.8486,11510.7200,9983.2360
UNIConcrete,251.5585,11510.7200,9510.6700,252.8486,11278.8300,9983.2360,251.5585,11278.8300,9510.6700
UNIConcrete,217.5279,11278.8300,9983.3320,216.2378,11510.7200,9510.7670,216.2378,11278.8300,9510.7670
UNIConcrete,216.2378,11510.7200,9510.7670,217.5279,11278.8300,9983.3320,217.5279,11510.7200,9983.3320
UNIConcrete,215.7861,11527.1700,9983.3370,208.7078,11514.4400,9510.7870,209.9979,11514.4400,9983.3530
UNIConcrete,208.7078,11514.4400,9510.7870,215.7861,11527.1700,9983.3370,214.4960,11527.1700,9510.7710
UNIConcrete,209.9979,11514.4400,9983.3530,216.2378,11510.7200,9510.7670,217.5279,11510.7200,9983.3320
UNIConcrete,216.2378,11510.7200,9510.7670,209.9979,11514.4400,9983.3530,208.7078,11514.4400,9510.7870
UNIConcrete,-2732.1650,11514.4400,9057.2150,-2740.9840,11510.7200,8584.6690,-2733.4550,11514.4400,8584.6480
UNIConcrete,-2740.9840,11510.7200,8584.6690,-2732.1650,11514.4400,9057.2150,-2739.6940,11510.7200,9057.2350
UNIConcrete,-2737.9530,11527.1700,9057.2290,-2733.4550,11514.4400,8584.6480,-2739.2430,11527.1700,8584.6640
UNIConcrete,-2733.4550,11514.4400,8584.6480,-2737.9530,11527.1700,9057.2290,-2732.1650,11514.4400,9057.2150
UNIConcrete,-2776.7570,11527.1700,9057.3360,-2739.2430,11527.1700,8584.6640,-2778.0470,11527.1700,8584.7710
UNIConcrete,-2739.2430,11527.1700,8584.6640,-2776.7570,11527.1700,9057.3360,-2737.9530,11527.1700,9057.2290
UNIConcrete,-2739.6940,11278.8300,9057.2350,-2740.9840,11510.7200,8584.6690,-2739.6940,11510.7200,9057.2350
UNIConcrete,-2740.9840,11510.7200,8584.6690,-2739.6940,11278.8300,9057.2350,-2740.9840,11278.8300,8584.6690
UNIConcrete,-2775.0150,11278.8300,9057.3310,-2776.3050,11510.7200,8584.7660,-2776.3050,11278.8300,8584.7660
UNIConcrete,-2776.3050,11510.7200,8584.7660,-2775.0150,11278.8300,9057.3310,-2775.0150,11510.7200,9057.3310
UNIConcrete,-2776.7570,11527.1700,9057.3360,-2783.8350,11514.4400,8584.7860,-2782.5450,11514.4400,9057.3520
UNIConcrete,-2783.8350,11514.4400,8584.7860,-2776.7570,11527.1700,9057.3360,-2778.0470,11527.1700,8584.7710
UNIConcrete,-2782.5450,11514.4400,9057.3520,-2776.3050,11510.7200,8584.7660,-2775.0150,11510.7200,9057.3310
UNIConcrete,-2776.3050,11510.7200,8584.7660,-2782.5450,11514.4400,9057.3520,-2783.8350,11514.4400,8584.7860
UNIConcrete,-2733.1650,11514.4400,8585.5140,-2741.9840,11510.7200,8112.9680,-2734.4550,11514.4400,8112.9490
UNIConcrete,-2741.9840,11510.7200,8112.9680,-2733.1650,11514.4400,8585.5140,-2740.6940,11510.7200,8585.5350
UNIConcrete,-2738.9530,11527.1700,8585.5290,-2734.4550,11514.4400,8112.9490,-2740.2430,11527.1700,8112.9640
UNIConcrete,-2734.4550,11514.4400,8112.9490,-2738.9530,11527.1700,8585.5290,-2733.1650,11514.4400,8585.5140
UNIConcrete,-2777.7570,11527.1700,8585.6360,-2740.2430,11527.1700,8112.9640,-2779.0470,11527.1700,8113.0700
UNIConcrete,-2740.2430,11527.1700,8112.9640,-2777.7570,11527.1700,8585.6360,-2738.9530,11527.1700,8585.5290
UNIConcrete,-2740.6940,11278.8300,8585.5350,-2741.9840,11510.7200,8112.9680,-2740.6940,11510.7200,8585.5350
UNIConcrete,-2741.9840,11510.7200,8112.9680,-2740.6940,11278.8300,8585.5350,-2741.9840,11278.8300,8112.9680
UNIConcrete,-2776.0150,11278.8300,8585.6310,-2777.3050,11510.7200,8113.0650,-2777.3050,11278.8300,8113.0650
UNIConcrete,-2777.3050,11510.7200,8113.0650,-2776.0150,11278.8300,8585.6310,-2776.0150,11510.7200,8585.6310
UNIConcrete,-2777.7570,11527.1700,8585.6360,-2784.8350,11514.4400,8113.0860,-2783.5450,11514.4400,8585.6510
UNIConcrete,-2784.8350,11514.4400,8113.0860,-2777.7570,11527.1700,8585.6360,-2779.0470,11527.1700,8113.0700
UNIConcrete,-2783.5450,11514.4400,8585.6510,-2777.3050,11510.7200,8113.0650,-2776.0150,11510.7200,8585.6310
UNIConcrete,-2777.3050,11510.7200,8113.0650,-2783.5450,11514.4400,8585.6510,-2784.8350,11514.4400,8113.0860
