Name,PosX,PosY,PosZ,RotX,RotY,RotZ,ScaleX,ScaleY,ScaleZ
Floor_A,30.92,8.71,96.23,0,0,0,100,100,100
Floor_A,-31.61,8.71,96.23,0,0,0,100,100,100
Floor_A,-15.9,8.71,96.23,0,0,0,100,100,100
Floor_A,-0.41,8.71,96.23,0,0,0,100,100,100
Floor_A,46.41,8.71,96.23,0,0,0,100,100,100
Floor_A,-2,4.81,-5.47,0,0,0,100,100,100
Floor_A,-16.72,4.81,-5.47,0,0,0,100,100,100
Floor_A,13.71,4.81,-5.47,0,0,0,100,100,100
Floor_A,29.2,4.81,-5.47,0,0,0,100,100,100
Floor_A,39.8,4.81,-5.47,0,0,0,100,100,100
Floor_A,13.71,4.81,71.68,0,0,0,100,100,100
Floor_A,37.48,4.81,56.86,0,180,0,100,100,100
Floor_A,-16.3,4.81,34.21,0,180,0,100,100,100
Floor_A,-16.81,4.81,49.69,0,180,0,100,100,100
Floor_A,-17.33,4.81,65.39,0,180,0,100,100,100
Floor_A,-17.33,4.81,74.41,0,180,0,100,100,100
Floor_A,-16.3,4.81,18.39,0,180,0,100,100,100
Floor_A,-16.3,4.81,2.86,0,180,0,100,100,100
Floor_A,38,4.81,41.16,0,180,0,100,100,100
Floor_A,38.51,4.81,25.68,0,180,0,100,100,100
Floor_A,38.51,4.81,9.86,0,180,0,100,100,100
Floor_A,29.2,4.81,71.68,0,0,0,100,100,100
Floor_A,40.26,4.81,71.68,0,0,0,100,100,100
Block_Platform_Corner_1B(Mirrored),-30.56,7.04,85.63,0,90,0,100,100,100
Block_Platform_Corner_1B(Mirrored),-30.56,7.04,85.63,0,90,0,100,100,100
Block_Platform_1B,33.16,7.04,-21.91,0,0.45,0,100,100,100
Block_Platform_1B,10.19,7.04,-21.73,0,0.45,0,100,100,100
Block_Platform_1B,-13.62,7.04,-21.55,0,0.45,0,100,100,100
Block_Platform_Corner_1B(Mirrored),50.67,7.04,-19.76,0,270.45,0,100,100,100
Block_Platform_Corner_1B,-30.64,7.06,-19.02,0,270,0,100,100,100
Barrier_Group_1A,-36.49,16.31,105.19,0,0,0,100,100,100
Barrier_Group_1A,23.23,16.57,105.19,0,0,0,100,100,100
Barrier_Group_1A,63.14,16.31,105.19,0,0,0,100,100,100
Barrier_Group_1A,43.02,16.43,105.19,0,0,0,100,100,100
Barrier_Group_1A,-16.64,16.31,105.19,0,0,0,100,100,100
Barrier_Group_1A,3.32,16.49,105.19,0,0,0,100,100,100
